"","CREDDESC","EARN_MALE_WNE_MDN_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_MALE_WNE_MDN_4YR","EARN_NOMALE_WNE_MDN_4YR"
"8580","Bachelor's Degree",42276,30340,67627,48712
"8581","Bachelor's Degree",42032,31619,48001,45813
"8582","First Professional Degree",92531,124533,151955,138790
"8583","First Professional Degree",58765,58278,88555,108607
"8584","First Professional Degree",124325,111045,142839,138035
"8585","Master's Degree",74308,58780,90941,75154
"8586","Bachelor's Degree",59955,54915,74788,70408
"8587","Master's Degree",112762,88975,137180,126650
"8588","Bachelor's Degree",61493,61170,84637,84897
"8589","Master's Degree",63226,61402,84084,84996
"8590","Bachelor's Degree",64471,68060,90570,91013
"8591","Bachelor's Degree",49433,47751,64345,58810
"8592","Bachelor's Degree",50045,46520,54972,63969
"8593","Bachelor's Degree",39049,27618,52846,44924
"8594","Bachelor's Degree",27329,32923,46828,49839
"8595","Bachelor's Degree",41518,37944,53148,49982
"8596","Bachelor's Degree",53587,47029,79515,68885
"8597","Master's Degree",61041,55725,61237,58015
"8598","Master's Degree",62031,57687,65625,61836
"8599","Bachelor's Degree",39481,33254,50414,42193
"8600","Bachelor's Degree",41739,40397,55712,46908
"8601","Bachelor's Degree",22618,28294,49384,49471
"8602","Bachelor's Degree",42010,51974,56779,53085
"8603","Bachelor's Degree",28642,49256,53485,52356
"8604","Bachelor's Degree",33512,26628,52914,44366
"8605","Bachelor's Degree",20711,30954,47458,42596
"8606","Bachelor's Degree",37456,35402,51183,49175
"8607","Master's Degree",61075,60493,92997,66519
"8608","Master's Degree",49198,47492,49736,53284
"8609","Bachelor's Degree",31103,31450,45427,52342
"8610","Bachelor's Degree",32162,29891,39194,41975
"8611","Bachelor's Degree",49282,41286,41717,49941
"8612","Bachelor's Degree",81533,74898,99575,82287
"8613","Master's Degree",115297,100759,132130,114901
"8614","Bachelor's Degree",43367,43473,60216,49918
"8615","Master's Degree",90612,70063,106480,89142
"8616","Bachelor's Degree",54119,52733,63617,62408
"8617","Bachelor's Degree",51248,48466,63123,54522
"8618","Bachelor's Degree",52962,43307,55960,54375
"8619","Bachelor's Degree",42630,43829,57154,51535
"8620","Bachelor's Degree",37354,41645,55972,49870
"8621","Bachelor's Degree",56977,55043,59991,62918
"8622","Bachelor's Degree",36397,27153,41868,41807
"8623","Bachelor's Degree",40616,37258,47555,51843
"8624","Bachelor's Degree",29679,30529,48482,43385
"8625","Bachelor's Degree",46829,45106,65310,65328
"8626","Bachelor's Degree",96701,110947,113602,105450
"8627","Doctoral Degree",124878,98458,96976,76903
"8628","Bachelor's Degree",81268,89357,92576,97335
"8629","Bachelor's Degree",69958,72557,78652,84332
"8630","Bachelor's Degree",90908,95031,105646,107588
"8631","Bachelor's Degree",77765,76124,91768,93791
"8632","Bachelor's Degree",87791,87383,112742,108237
"8633","Bachelor's Degree",49226,25057,53632,53971
"8634","Bachelor's Degree",21093,33754,53749,52313
"8635","Bachelor's Degree",32358,33148,46995,47609
"8636","Bachelor's Degree",43733,40479,55531,54404
"8637","Bachelor's Degree",47565,40731,51773,63144
"8638","Bachelor's Degree",32453,28028,56079,52239
"8639","Bachelor's Degree",28238,27568,68810,54148
"8640","Bachelor's Degree",52928,54886,81754,61248
"8641","Bachelor's Degree",34158,37908,57620,56908
"8642","Bachelor's Degree",28064,48297,52475,51589
"8643","Bachelor's Degree",37308,30649,54778,66394
"8644","Bachelor's Degree",33455,33521,44549,46554
"8645","Bachelor's Degree",42186,43994,62740,52143
"8646","Bachelor's Degree",33378,31261,44641,45038
"8647","Master's Degree",60832,65468,75500,77078
"8648","Master's Degree",45202,50014,60413,54625
"8649","Bachelor's Degree",36463,29869,35439,41332
"8650","Bachelor's Degree",53298,49533,85273,74145
"8651","Bachelor's Degree",40961,40207,59672,58863
"8652","Bachelor's Degree",40530,34131,50502,53344
"8653","Bachelor's Degree",31189,28313,31363,31835
"8654","Bachelor's Degree",37519,43134,46773,52067
"8655","Bachelor's Degree",30949,31789,54969,54187
"8656","Master's Degree",109215,90950,133413,95760
"8657","Bachelor's Degree",65697,61667,69306,84965
"8658","Master's Degree",145946,135789,177538,148459
"8659","Bachelor's Degree",60930,61385,86826,76028
"8660","Master's Degree",66515,66444,96315,91822
"8661","Bachelor's Degree",74796,71163,106462,93045
"8662","Bachelor's Degree",79780,82512,97627,94960
"8663","Bachelor's Degree",51676,59220,80741,73137
"8664","Bachelor's Degree",37246,37478,50740,46208
"8665","Bachelor's Degree",37974,32735,58747,51378
"8666","Bachelor's Degree",68327,67173,88597,82641
"8667","Bachelor's Degree",22329,26348,42970,52067
"8668","Bachelor's Degree",27145,29276,36001,41818
"8669","Bachelor's Degree",42215,48346,53459,50937
"8670","Bachelor's Degree",33815,31230,43868,52454
"8671","Bachelor's Degree",38753,32526,39291,45301
"8672","Bachelor's Degree",27293,26079,41466,44288
"8673","Bachelor's Degree",55684,45982,60370,63121
"8674","Master's Degree",110200,92021,120682,112559
"8675","Bachelor's Degree",50274,52146,69254,61317
"8676","Master's Degree",64321,63639,84539,83509
"8677","Bachelor's Degree",57557,60294,71477,82260
"8678","Bachelor's Degree",53044,49364,62959,64862
"8679","Bachelor's Degree",23886,19850,31744,38713
"8680","Bachelor's Degree",27438,32301,34854,41640
"8681","Bachelor's Degree",59413,66160,81840,88862
"8682","Bachelor's Degree",55988,61913,60439,81615
"8683","Bachelor's Degree",24374,21966,46764,36552
"8684","Bachelor's Degree",35110,45163,49635,46452
"8685","Bachelor's Degree",24042,21787,49326,30740
"8686","Bachelor's Degree",27083,22169,36740,36327
"8687","Bachelor's Degree",32840,25761,48917,39732
"8688","Bachelor's Degree",20169,14202,27989,29345
"8689","Doctoral Degree",70540,74837,87847,75557
"8690","Bachelor's Degree",65665,64065,76182,70100
"8691","Master's Degree",104805,100371,126743,112382
"8692","Bachelor's Degree",37352,32216,42059,38289
"8693","Master's Degree",60582,59011,86393,74833
"8694","Bachelor's Degree",35086,34575,52997,48333
"8695","Bachelor's Degree",36618,36189,48597,45410
"8696","Bachelor's Degree",32596,34231,57241,39963
"8697","Bachelor's Degree",36924,24678,47186,33500
"8698","Master's Degree",63910,53103,64904,56096
"8699","Bachelor's Degree",50111,37528,41199,42076
"8700","Bachelor's Degree",31617,23201,42710,40640
"8701","Bachelor's Degree",71187,64909,77984,69512
"8702","Bachelor's Degree",45378,47007,58284,49675
"8703","Master's Degree",83287,75009,97296,84363
"8704","Bachelor's Degree",51237,40028,63380,55597
"8705","Bachelor's Degree",33416,40750,69685,58839
